iter	Logloss
390	0.2957891836
391	0.2955615486
392	0.2952263607
393	0.2950562106
394	0.2948363279
395	0.2946540382
396	0.2943361601
397	0.2941336615
398	0.2939408971
399	0.2937059328
400	0.2935180785
401	0.2934098229
402	0.2932506221
403	0.2930689917
404	0.292855241
405	0.2926383911
406	0.2924085909
407	0.292135206
408	0.2918792147
409	0.2916725227
410	0.2914766178
411	0.2913037789
412	0.2911725217
413	0.2910193739
414	0.2909096369
415	0.2906903001
416	0.2905689964
417	0.2904033101
418	0.2901622847
419	0.2900478033
420	0.2898312199
421	0.2895966911
422	0.2893352306
423	0.2892272783
424	0.2890044099
425	0.2887730089
426	0.2885821944
427	0.2883658725
428	0.2882245055
429	0.2880248155
430	0.2878451965
431	0.2876644691
432	0.2874637016
433	0.2872660741
434	0.287069609
435	0.2868011038
436	0.2865227362
437	0.28622599
438	0.2858861839
439	0.2856648983
440	0.2854504952
441	0.2852634744
442	0.2851698796
443	0.2850528056
444	0.2849372012
445	0.2846963585
446	0.2845368366
447	0.2844194867
448	0.284141761
449	0.2839548811
450	0.283695732
451	0.2834500051
452	0.2831958042
453	0.2830098123
454	0.2828326557
455	0.2826844549
456	0.2824159239
457	0.2820961207
458	0.2818212488
459	0.2816141522
460	0.2813586284
461	0.2810907432
462	0.2808673525
463	0.2807641416
464	0.2805764616
465	0.2802726177
466	0.2800470284
467	0.2797570847
468	0.2796489649
469	0.2793427407
470	0.2791417937
471	0.2789623579
472	0.2787435987
473	0.2785132854
474	0.278259945
475	0.2780139272
476	0.2778110372
477	0.2775181978
478	0.2771662136
479	0.2770932834
480	0.2769217974
481	0.2767473917
482	0.2765040008
483	0.2763900352
484	0.2761988917
485	0.2761195199
486	0.2759508556
487	0.2757770905
488	0.2756056473
489	0.2754082346
490	0.2751405747
491	0.2749021178
492	0.2745814422
493	0.2744163173
494	0.2741756089
495	0.2740024213
496	0.2736847982
497	0.2734370753
498	0.2733366592
499	0.2731040682
500	0.2727165515
501	0.2725220863
502	0.2722806013
503	0.2721290637
504	0.2720038726
505	0.2718361288
506	0.2716414822
507	0.2714083821
508	0.2712569443
509	0.2710727453
510	0.27088052
511	0.2707703146
512	0.2705397764
513	0.2702433836
514	0.2700521114
515	0.2697952296
516	0.2695180268
517	0.2693397729
518	0.2690567446
519	0.2688264418
520	0.2685956807
521	0.2684467242
522	0.2682680166
523	0.2679939859
524	0.2678155073
525	0.267605683
526	0.2673423374
527	0.2671361494
528	0.2669342589
529	0.2667397874
530	0.2665242146
531	0.2662559239
532	0.2659129454
533	0.2657623115
534	0.2655838821
535	0.2654602937
536	0.2653032604
537	0.2650376097
538	0.2647979569
539	0.2645719822
540	0.2643969858
541	0.2641063883
542	0.2639494911
543	0.2636162637
544	0.2633695934
545	0.2631708223
546	0.2629920945
547	0.2627925241
548	0.2626426244
549	0.2625377069
550	0.2624088225
551	0.2622151393
552	0.2621139408
553	0.2619837558
554	0.2618072269
555	0.2614641185
556	0.2612289787
557	0.2610176564
558	0.260873793
559	0.2606905944
560	0.2605033201
561	0.2602248921
562	0.2600787459
563	0.2598468558
564	0.2596154029
565	0.2593850834
566	0.2592556621
567	0.2590403724
568	0.2588454166
569	0.2585769983
570	0.2584660063
571	0.2583149985
572	0.2581742947
573	0.2579941786
574	0.2577860706
575	0.2576246222
576	0.2574899375
577	0.2572095781
578	0.257040635
579	0.256877018
580	0.256664402
581	0.2564399437
582	0.2561998448
583	0.2560846749
584	0.2559597665
585	0.2558235067
586	0.2557461482
587	0.2555388267
588	0.2554669773
589	0.2551246844
590	0.2549046814
591	0.2547183821
592	0.2544826851
593	0.2542939662
594	0.2541348051
595	0.2539532145
596	0.2538445105
597	0.2536495343
598	0.2535411541
599	0.2533291451
600	0.2532312769
601	0.2530124681
602	0.2529114312
603	0.2526974131
604	0.2524330589
605	0.2521803131
606	0.2519837293
607	0.2518268176
608	0.2518200758
609	0.2516846625
610	0.2514736716
611	0.251233968
612	0.2510643138
613	0.2508797477
614	0.2506545255
615	0.2504234638
616	0.2502968008
617	0.2500977032
618	0.2499033815
619	0.2497715173
620	0.2496064135
621	0.2493953293
622	0.249229383
623	0.2490199948
624	0.2488924882
625	0.2486987847
626	0.2484038466
627	0.2482403195
628	0.248059171
629	0.2478544417
630	0.2476361103
631	0.2474541347
632	0.2472878944
633	0.2471476278
634	0.2469936143
635	0.246932898
636	0.2467856194
637	0.2466067011
638	0.2464187232
639	0.2462403732
640	0.2461247536
641	0.2459303379
642	0.2458449778
643	0.2457226224
644	0.2455897077
645	0.245511534
646	0.2453934847
647	0.2452833681
648	0.2451758279
649	0.2450514929
650	0.2449592149
651	0.2448234347
652	0.2446109
653	0.2443864298
654	0.2442518751
655	0.2441078692
656	0.2438632336
657	0.2436628218
658	0.2434915159
659	0.2433146194
660	0.243220053
661	0.2431501046
662	0.2430891382
663	0.2428649422
664	0.2427105976
665	0.2424799162
666	0.2424070944
667	0.2423519838
668	0.242198576
669	0.2419571419
670	0.241817239
671	0.241738834
672	0.2415049318
673	0.2413983725
674	0.2413027426
675	0.2411054921
676	0.2409047957
677	0.2407568745
678	0.2406744306
679	0.2405614927
680	0.240448346
681	0.2402086815
682	0.2401122948
683	0.2400030334
684	0.2398714712
685	0.2397701223
686	0.2395573764
687	0.2394478122
688	0.2392495111
689	0.2391448314
690	0.2389853611
691	0.2389256452
692	0.238768785
693	0.2386736956
694	0.2385144701
695	0.2383149895
696	0.2382079702
697	0.2380135091
698	0.2379413792
699	0.2379105677
700	0.2376499396
701	0.2375845172
702	0.2374829516
703	0.2373275155
704	0.2371941332
705	0.2371206193
706	0.2369771578
707	0.2368962868
708	0.2367736139
709	0.2365722838
710	0.2363598357
711	0.2361965396
712	0.2359275055
713	0.2357269598
714	0.2356375809
715	0.2354362358
716	0.2353726728
717	0.2352703732
718	0.2352330468
719	0.2350431804
720	0.234939002
721	0.234837602
722	0.234714774
723	0.2345892565
724	0.2343989615
725	0.2342176205
726	0.2340254261
727	0.2339325936
728	0.2338470845
729	0.2337817151
730	0.2337020773
731	0.2335448042
732	0.2333840406
733	0.2332304988
734	0.2330464856
735	0.2329185964
736	0.2327595558
737	0.2326405769
738	0.2325575676
739	0.232457394
740	0.2323592052
741	0.2321599306
742	0.2320024294
743	0.2317947548
744	0.2316221109
745	0.2314581592
746	0.231336648
747	0.2312692437
748	0.2311312191
749	0.2309626995
750	0.2308915884
751	0.2307401778
752	0.2306322305
753	0.2304977904
754	0.2303733407
755	0.2302850734
756	0.2301322345
757	0.2299615045
758	0.2298798728
759	0.2296358122
760	0.2294463434
761	0.2293048205
762	0.2291388985
763	0.2289532379
764	0.2288205134
765	0.2286725033
766	0.2284792849
767	0.2283173917
768	0.2282267639
769	0.228151353
770	0.2280149814
771	0.2278457406
772	0.2277628712
773	0.2275838752
774	0.2274244643
775	0.2272996191
776	0.2271230466
777	0.2269274011
778	0.2268938383
779	0.2266875336
780	0.2266456009
781	0.2265281358
782	0.226378848
783	0.226241893
784	0.2260168714
785	0.2258293157
786	0.2256037416
787	0.2254241204
788	0.2252015084
789	0.2251716275
790	0.2249494319
791	0.2247904429
792	0.2246181003
793	0.2244013987
794	0.2242210596
795	0.2240568018
796	0.2239163169
797	0.2238680669
798	0.2236643544
799	0.2235902221
800	0.2234251674
801	0.2232986375
802	0.2231771986
803	0.2229887374
804	0.2229465284
805	0.2228045642
806	0.2227129458
807	0.2226261873
808	0.2224462281
809	0.2223090485
810	0.2221647554
811	0.2220909618
812	0.2219042854
813	0.2217301376
814	0.2215594116
815	0.221449729
816	0.2213193872
817	0.2212022622
818	0.2210834226
819	0.2209084027
820	0.2207195861
821	0.220668335
822	0.2204772237
823	0.2203576127
824	0.2202827509
825	0.2201253485
826	0.2200205475
827	0.2197946497
828	0.2197097362
829	0.2195591722
830	0.2193415844
831	0.2192658292
832	0.2191763023
833	0.2190563739
834	0.2188930089
835	0.2188278275
836	0.2186440206
837	0.2185193649
838	0.2183168487
839	0.218050132
840	0.2178890476
841	0.2177216785
842	0.2175933586
843	0.217459703
844	0.2173227647
845	0.2171438338
846	0.2169946408
847	0.2167874408
848	0.216649586
849	0.216565439
850	0.2164591341
851	0.216322317
852	0.2162208413
853	0.2160769885
854	0.2159800657
855	0.2157598518
856	0.2156745478
857	0.2155822549
858	0.2154741156
859	0.2152998646
860	0.2152537461
861	0.2150747232
862	0.2150181815
863	0.2148746512
864	0.2147369774
865	0.214636547
866	0.2145588406
867	0.2144306137
868	0.2142489632
869	0.2140416545
870	0.2139524661
871	0.2138012221
872	0.213565517
873	0.2134091728
874	0.2132711879
875	0.2131308741
876	0.212978703
877	0.2128125267
878	0.2127426632
879	0.212630254
880	0.2125946089
881	0.2125045432
882	0.2123078481
883	0.2121517538
884	0.2120002296
885	0.2118660472
886	0.2117632515
887	0.2115956666
888	0.2114547802
889	0.2113955956
890	0.2112439899
891	0.2111399375
892	0.2109783094
893	0.2108948938
894	0.2107262915
895	0.2106118441
896	0.2104983227
897	0.2104126823
898	0.2103313367
899	0.2101448525
900	0.2100740153
901	0.2100221743
902	0.2098604617
903	0.2097855275
904	0.2096484626
905	0.2095251103
906	0.2093689768
907	0.2092423857
908	0.2091485113
909	0.2089300185
910	0.2087937876
911	0.2085984693
912	0.2084964667
913	0.2084206824
914	0.2083055804
915	0.2081966831
916	0.2081053757
917	0.2079178462
918	0.2077234248
919	0.2075702021
920	0.207401128
921	0.207338215
922	0.2071679457
923	0.2070611243
924	0.2069421143
925	0.2068395919
926	0.2066877733
927	0.2065318851
928	0.2063847542
929	0.2062022329
930	0.2060865557
931	0.2059785438
932	0.2058650083
933	0.2058327534
934	0.2056659411
935	0.2055752216
936	0.2054143511
937	0.2053016402
938	0.2051772262
939	0.205060398
940	0.2049065844
941	0.2047383337
942	0.2046964609
943	0.2045605643
944	0.204457416
945	0.2043089723
946	0.2042577079
947	0.2041465095
948	0.2040538134
949	0.2039277215
950	0.2037220337
951	0.2036157257
952	0.2033958002
953	0.2032006826
954	0.203040876
955	0.202955382
956	0.2028917344
957	0.202736923
958	0.2026246911
959	0.2026029969
960	0.202458406
961	0.2023846355
962	0.2021974504
963	0.2020586824
964	0.2019238054
965	0.2017764624
966	0.2016209633
967	0.2015398469
968	0.2014014974
969	0.2012850205
970	0.2012056973
971	0.2010506424
972	0.2009897728
973	0.200857104
974	0.2007212112
975	0.2006408917
976	0.2004981603
977	0.2004160116
978	0.2003509244
979	0.2002363618
980	0.2000822924
981	0.199966081
982	0.1999437027
983	0.1998677951
984	0.1997797045
985	0.1996793681
986	0.1995835074
987	0.1994520812
988	0.1992960964
989	0.1991541308
990	0.1990651078
991	0.1989234128
992	0.1987227669
993	0.198589229
994	0.1985058216
995	0.1984418284
996	0.1982830899
997	0.1982253012
998	0.1981109699
999	0.1980159143
