age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Xác suất mở (%),Dự đoán
28,technician,single,secondary,no,313,no,no,cellular,9,feb,1183,2,-1,0,unknown,92.35,Có mở
31,self-employed,single,tertiary,no,1815,no,no,telephone,9,feb,1541,1,-1,0,unknown,91.69,Có mở
29,technician,single,tertiary,no,673,yes,no,cellular,9,feb,835,3,-1,0,unknown,90.01,Có mở
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,success,91.54,Có mở
67,retired,married,tertiary,no,1341,no,no,cellular,13,feb,706,1,-1,0,unknown,90.89,Có mở
26,admin.,single,secondary,no,2509,no,no,cellular,19,feb,654,3,-1,0,unknown,92.32,Có mở
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,success,93.47,Có mở
42,services,married,secondary,no,1376,yes,no,cellular,2,mar,712,4,-1,0,unknown,95.93,Có mở
28,management,single,tertiary,no,730,yes,no,cellular,3,mar,631,1,-1,0,unknown,95.78,Có mở
47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,94.09,Có mở
37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown,91.21,Có mở
21,blue-collar,single,secondary,no,682,no,no,cellular,6,mar,266,1,-1,0,unknown,91.45,Có mở
44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,success,97.42,Có mở
30,management,single,tertiary,no,3473,no,no,cellular,12,mar,1209,2,-1,0,unknown,95.69,Có mở
47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,-1,0,unknown,97.26,Có mở
37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,failure,93.84,Có mở
26,management,single,tertiary,no,2786,no,no,cellular,23,mar,415,1,-1,0,unknown,93.02,Có mở
24,student,single,secondary,no,1250,no,no,cellular,25,mar,411,2,-1,0,unknown,97.54,Có mở
28,admin.,single,secondary,no,1277,no,no,cellular,26,mar,475,1,-1,0,unknown,95.89,Có mở
19,student,single,primary,no,134,no,no,cellular,27,mar,271,2,-1,0,unknown,94.9,Có mở
27,management,single,tertiary,no,831,no,no,cellular,30,mar,1081,2,-1,0,unknown,97.65,Có mở
37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,success,92.05,Có mở
54,unemployed,married,secondary,no,377,no,no,cellular,8,apr,1134,1,-1,0,unknown,90.72,Có mở
29,management,single,tertiary,no,1377,no,no,cellular,8,apr,548,2,-1,0,unknown,91.91,Có mở
26,management,single,tertiary,no,-3,no,no,cellular,13,apr,1022,2,-1,0,unknown,95.32,Có mở
44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,failure,92.19,Có mở
62,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496,1,-1,0,unknown,93.33,Có mở
51,unemployed,married,tertiary,no,1801,no,no,cellular,16,apr,838,3,-1,0,unknown,91.59,Có mở
29,management,single,tertiary,no,268,no,no,cellular,16,apr,667,1,-1,0,unknown,94.28,Có mở
28,student,single,tertiary,no,844,no,no,cellular,16,apr,551,2,-1,0,unknown,91.98,Có mở
32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,91.35,Có mở
24,student,single,secondary,no,597,yes,no,cellular,20,apr,943,3,-1,0,unknown,92.97,Có mở
65,retired,married,tertiary,no,1973,no,no,telephone,21,apr,396,3,-1,0,unknown,91.25,Có mở
26,student,single,tertiary,no,1134,no,no,cellular,21,apr,464,4,-1,0,unknown,92.65,Có mở
32,management,single,tertiary,no,2069,no,no,cellular,22,apr,545,1,-1,0,unknown,91.51,Có mở
56,management,divorced,tertiary,no,3287,no,no,cellular,27,apr,497,1,-1,0,unknown,91.53,Có mở
72,self-employed,married,tertiary,no,132,no,no,cellular,27,apr,444,1,-1,0,unknown,93.29,Có mở
28,admin.,single,secondary,no,377,no,no,cellular,30,apr,571,1,-1,0,unknown,91.09,Có mở
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,91.67,Có mở
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,failure,90.31,Có mở
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,success,96.1,Có mở
31,technician,married,tertiary,no,3382,no,no,cellular,30,apr,739,1,-1,0,unknown,92.36,Có mở
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,success,92.22,Có mở
21,student,single,secondary,no,224,no,no,cellular,30,apr,871,1,-1,0,unknown,97.29,Có mở
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,success,97.59,Có mở
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,96.61,Có mở
25,management,single,tertiary,no,943,no,no,cellular,30,apr,512,1,-1,0,unknown,95.27,Có mở
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,95.62,Có mở
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,93.01,Có mở
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,93.62,Có mở
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,95.07,Có mở
29,student,single,secondary,no,314,no,no,cellular,30,apr,465,1,-1,0,unknown,91.79,Có mở
24,management,single,tertiary,no,2845,no,no,cellular,30,apr,779,2,-1,0,unknown,97.26,Có mở
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,94.61,Có mở
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,92.22,Có mở
38,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800,1,-1,0,unknown,94.02,Có mở
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,94.56,Có mở
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,95.12,Có mở
26,unemployed,single,tertiary,no,3511,no,no,cellular,30,apr,439,2,-1,0,unknown,91.64,Có mở
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,92.45,Có mở
52,self-employed,married,tertiary,no,6657,no,no,telephone,30,apr,917,1,-1,0,unknown,93.19,Có mở
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,94.89,Có mở
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,95.35,Có mở
24,student,single,primary,no,474,no,no,cellular,30,apr,551,1,-1,0,unknown,95.14,Có mở
25,management,single,tertiary,no,219,no,no,cellular,30,apr,458,1,-1,0,unknown,94.7,Có mở
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,93.33,Có mở
50,management,married,tertiary,no,938,no,no,cellular,30,apr,780,1,-1,0,unknown,91.56,Có mở
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,95.24,Có mở
35,services,married,unknown,no,618,no,no,cellular,30,apr,951,1,-1,0,unknown,91.12,Có mở
25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,95.25,Có mở
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,93.74,Có mở
29,management,single,tertiary,no,2753,no,no,cellular,30,apr,645,1,-1,0,unknown,95.05,Có mở
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,95.86,Có mở
54,technician,married,secondary,no,0,no,no,telephone,30,apr,766,3,84,3,success,93.32,Có mở
31,management,single,tertiary,no,354,no,no,cellular,30,apr,502,1,9,2,success,94.52,Có mở
24,student,single,secondary,no,382,no,no,cellular,30,apr,567,2,-1,0,unknown,94.79,Có mở
30,admin.,single,tertiary,no,305,no,no,cellular,30,apr,633,1,85,2,success,95.96,Có mở
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,96.06,Có mở
49,management,married,tertiary,no,1,no,no,telephone,4,may,1076,3,175,1,success,93.62,Có mở
36,self-employed,married,secondary,no,188,yes,yes,cellular,4,may,1046,3,333,2,success,94.45,Có mở
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,90.29,Có mở
30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,94.38,Có mở
32,self-employed,divorced,tertiary,no,3271,no,no,cellular,4,may,949,3,-1,0,unknown,90.08,Có mở
26,technician,single,secondary,no,237,yes,no,cellular,4,may,1091,3,-1,0,unknown,90.68,Có mở
59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success,92.62,Có mở
35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success,91.79,Có mở
36,management,single,tertiary,no,7506,yes,no,cellular,6,may,839,2,188,1,success,92.77,Có mở
31,management,single,tertiary,no,59,yes,yes,cellular,6,may,1347,2,363,1,failure,90.01,Có mở
43,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030,1,169,3,success,94.04,Có mở
23,housemaid,married,tertiary,no,66,yes,no,cellular,7,may,1391,2,-1,0,unknown,90.76,Có mở
23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,-1,0,unknown,92.24,Có mở
24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,0,unknown,92.52,Có mở
25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,0,unknown,91.49,Có mở
46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,1063,2,361,1,success,93.95,Có mở
39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,0,unknown,90.82,Có mở
29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,0,unknown,92.2,Có mở
55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,1,failure,90.95,Có mở
31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,1,success,90.35,Có mở
36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,2,success,93.79,Có mở
26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094,2,-1,0,unknown,90.25,Có mở
22,blue-collar,single,secondary,no,-51,yes,no,cellular,15,may,859,1,-1,0,unknown,92.31,Có mở
29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,-1,0,unknown,91.34,Có mở
36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,2,success,93.02,Có mở
25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,0,unknown,93.02,Có mở
25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,0,unknown,91.99,Có mở
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success,93.18,Có mở
32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,1,failure,90.15,Có mở
26,student,single,secondary,no,620,no,no,cellular,22,may,223,1,94,1,success,92.54,Có mở
28,technician,single,tertiary,no,386,no,no,cellular,25,may,867,1,-1,0,unknown,91.23,Có mở
28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,91.25,Có mở
24,blue-collar,single,secondary,no,167,no,yes,cellular,25,may,288,1,96,2,success,90.33,Có mở
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,92.59,Có mở
26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,95.49,Có mở
55,admin.,married,secondary,no,602,no,no,cellular,1,jun,324,3,90,2,success,95.54,Có mở
25,unemployed,single,tertiary,no,343,no,no,cellular,1,jun,377,1,-1,0,unknown,92.99,Có mở
49,management,married,tertiary,no,1808,yes,no,cellular,1,jun,205,1,95,1,success,95.43,Có mở
49,admin.,married,secondary,no,0,no,no,cellular,1,jun,1460,1,-1,0,unknown,95.78,Có mở
25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,unknown,97.93,Có mở
53,technician,married,secondary,no,284,no,no,cellular,1,jun,781,1,-1,0,unknown,94.99,Có mở
47,technician,married,secondary,no,293,no,no,cellular,1,jun,251,1,90,1,success,96.0,Có mở
54,services,divorced,secondary,no,0,no,no,cellular,1,jun,174,1,81,2,success,94.91,Có mở
38,unemployed,single,secondary,no,804,no,no,cellular,1,jun,1087,1,-1,0,unknown,96.67,Có mở
52,admin.,single,secondary,no,-528,yes,yes,cellular,1,jun,1144,2,-1,0,unknown,97.55,Có mở
47,management,married,tertiary,no,2351,no,no,cellular,2,jun,163,2,84,1,success,95.85,Có mở
26,management,single,tertiary,no,1623,no,no,cellular,2,jun,479,1,-1,0,unknown,95.8,Có mở
26,admin.,single,tertiary,no,313,no,yes,cellular,2,jun,199,1,96,2,success,96.9,Có mở
29,management,single,tertiary,no,307,yes,no,cellular,2,jun,690,1,-1,0,unknown,96.52,Có mở
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,unknown,94.93,Có mở
33,services,divorced,secondary,no,1117,no,no,cellular,2,jun,417,1,-1,0,unknown,92.49,Có mở
42,services,married,secondary,no,1376,yes,no,cellular,2,jun,271,2,92,4,success,93.01,Có mở
49,technician,married,tertiary,no,523,yes,no,cellular,2,jun,712,1,60,3,failure,95.11,Có mở
28,technician,single,tertiary,no,4987,no,no,cellular,2,jun,924,2,113,21,success,98.69,Có mở
34,unemployed,married,secondary,no,978,no,no,cellular,3,jun,262,2,71,1,success,95.97,Có mở
42,blue-collar,married,secondary,no,2913,no,no,cellular,3,jun,705,1,195,1,failure,95.59,Có mở
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,unknown,92.28,Có mở
60,management,divorced,tertiary,no,366,no,no,cellular,3,jun,593,1,-1,0,unknown,94.51,Có mở
55,management,divorced,tertiary,no,2383,no,no,cellular,3,jun,591,2,-1,0,unknown,93.97,Có mở
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,94.19,Có mở
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,unknown,90.79,Có mở
26,management,single,tertiary,no,2786,no,no,cellular,3,jun,300,2,72,1,success,97.43,Có mở
39,unemployed,married,tertiary,no,201,no,no,cellular,3,jun,699,1,119,1,failure,95.93,Có mở
25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,unknown,96.97,Có mở
43,blue-collar,married,primary,no,3917,no,no,cellular,3,jun,725,2,93,1,success,97.37,Có mở
32,blue-collar,married,secondary,no,889,yes,no,cellular,3,jun,1076,2,85,3,other,95.93,Có mở
50,management,divorced,tertiary,no,810,no,no,cellular,4,jun,510,3,-1,0,unknown,92.83,Có mở
35,services,married,secondary,no,52,yes,no,cellular,4,jun,328,2,94,4,success,91.07,Có mở
27,management,married,secondary,no,2071,no,no,cellular,4,jun,449,1,-1,0,unknown,94.79,Có mở
29,student,single,secondary,no,1779,no,no,cellular,4,jun,400,1,-1,0,unknown,93.82,Có mở
29,management,married,tertiary,no,205,no,no,cellular,4,jun,787,1,-1,0,unknown,96.63,Có mở
31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success,98.51,Có mở
40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,92.64,Có mở
27,admin.,married,secondary,no,897,no,no,cellular,5,jun,397,1,-1,0,unknown,92.35,Có mở
28,management,single,secondary,no,171,no,no,cellular,5,jun,324,1,87,1,success,96.72,Có mở
35,admin.,divorced,secondary,no,1085,no,no,cellular,5,jun,199,1,86,7,success,97.51,Có mở
44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown,92.77,Có mở
25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,92.48,Có mở
49,technician,married,secondary,no,905,no,no,cellular,5,jun,1543,1,-1,0,unknown,96.34,Có mở
28,management,single,tertiary,no,874,yes,no,cellular,5,jun,509,1,-1,0,unknown,93.93,Có mở
37,blue-collar,married,secondary,no,4321,no,no,cellular,5,jun,657,1,-1,0,unknown,94.25,Có mở
31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,96.5,Có mở
51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown,91.46,Có mở
32,admin.,single,tertiary,no,8866,no,no,cellular,9,jun,234,2,83,2,success,97.96,Có mở
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,9,jun,993,4,85,4,success,98.57,Có mở
31,management,single,tertiary,no,5205,no,no,cellular,9,jun,529,2,-1,0,unknown,93.97,Có mở
40,self-employed,single,tertiary,no,10346,no,no,cellular,15,jun,491,2,207,1,other,94.52,Có mở
50,management,married,tertiary,no,1612,no,no,cellular,15,jun,532,2,98,2,other,94.67,Có mở
59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,96.37,Có mở
37,admin.,single,tertiary,no,1000,yes,no,cellular,15,jun,322,1,90,1,success,95.06,Có mở
30,technician,single,secondary,no,2567,no,no,cellular,18,jun,813,4,-1,0,unknown,96.0,Có mở
83,retired,married,primary,no,425,no,no,telephone,22,jun,883,1,140,1,failure,91.85,Có mở
61,management,married,tertiary,no,997,no,no,cellular,22,jun,269,1,104,1,success,98.02,Có mở
64,retired,married,secondary,no,5966,yes,no,cellular,22,jun,983,1,-1,0,unknown,95.75,Có mở
68,retired,married,secondary,no,0,no,no,cellular,22,jun,586,1,-1,0,unknown,93.87,Có mở
22,student,single,unknown,no,466,no,no,cellular,30,jun,377,1,-1,0,unknown,95.71,Có mở
72,self-employed,married,tertiary,no,132,no,no,cellular,1,jul,260,2,65,1,success,94.09,Có mở
40,management,married,tertiary,no,2763,yes,no,cellular,2,jul,566,1,395,2,success,97.28,Có mở
28,management,single,tertiary,no,12956,yes,no,cellular,2,jul,940,1,399,3,success,97.96,Có mở
39,admin.,divorced,secondary,no,19,yes,no,cellular,2,jul,503,2,147,5,success,90.67,Có mở
30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,92.58,Có mở
41,entrepreneur,married,primary,no,0,no,no,cellular,3,jul,438,2,389,1,other,90.29,Có mở
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,97.47,Có mở
25,management,single,tertiary,no,219,no,no,cellular,4,aug,576,1,96,1,success,93.33,Có mở
28,management,married,tertiary,no,1240,no,no,cellular,4,aug,849,1,-1,0,unknown,91.08,Có mở
47,technician,married,secondary,no,1167,yes,no,cellular,4,aug,505,1,96,6,success,91.62,Có mở
55,management,divorced,tertiary,no,2383,no,no,cellular,5,aug,1019,2,63,2,success,95.98,Có mở
30,self-employed,married,tertiary,no,2666,no,no,cellular,5,aug,475,2,93,4,success,93.04,Có mở
48,management,married,tertiary,no,1147,no,no,cellular,5,aug,389,1,64,2,success,92.7,Có mở
47,management,single,tertiary,no,86,no,no,cellular,5,aug,253,1,97,4,success,91.2,Có mở
37,unemployed,single,tertiary,no,1291,no,no,cellular,5,aug,150,1,97,2,success,91.87,Có mở
53,admin.,divorced,secondary,no,0,yes,yes,cellular,6,aug,1452,1,98,2,failure,92.29,Có mở
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,unknown,90.12,Có mở
23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,92.29,Có mở
59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,252,1,185,2,success,93.07,Có mở
31,management,married,tertiary,no,10884,no,no,cellular,10,aug,294,3,98,2,success,92.37,Có mở
30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,99,4,success,91.48,Có mở
40,admin.,single,secondary,no,100,yes,no,cellular,11,aug,221,1,461,1,success,92.11,Có mở
31,services,single,secondary,no,181,no,no,cellular,12,aug,182,1,104,1,success,90.69,Có mở
50,technician,divorced,unknown,no,2794,no,no,cellular,12,aug,1336,2,-1,0,unknown,90.13,Có mở
43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,94.13,Có mở
35,services,married,unknown,no,618,no,no,cellular,12,aug,293,1,104,1,success,90.24,Có mở
50,services,married,secondary,no,3169,no,no,cellular,13,aug,399,1,430,1,failure,90.33,Có mở
23,student,single,secondary,no,431,no,no,cellular,13,aug,496,2,-1,0,unknown,91.08,Có mở
56,retired,married,primary,no,9367,no,no,cellular,13,aug,320,2,101,2,success,90.84,Có mở
45,management,single,tertiary,no,2067,yes,no,cellular,13,aug,393,2,462,1,success,93.53,Có mở
49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,91.55,Có mở
26,admin.,single,secondary,no,255,no,no,cellular,14,aug,209,2,106,2,success,90.98,Có mở
47,unemployed,married,secondary,no,926,no,no,cellular,14,aug,436,1,403,5,success,95.52,Có mở
62,retired,married,secondary,no,1495,no,no,cellular,17,aug,606,1,196,1,success,93.81,Có mở
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,95.53,Có mở
49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532,1,461,5,failure,91.62,Có mở
43,admin.,married,secondary,no,132,no,no,cellular,19,aug,574,1,84,3,success,91.82,Có mở
50,technician,married,secondary,no,3370,no,no,cellular,21,aug,531,2,80,2,success,91.05,Có mở
53,retired,divorced,tertiary,no,-309,yes,no,cellular,21,aug,343,2,428,2,success,90.04,Có mở
28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,93.66,Có mở
59,unemployed,married,secondary,no,1047,no,no,cellular,21,aug,438,1,184,3,success,91.19,Có mở
43,services,married,secondary,no,2145,no,no,cellular,25,aug,291,2,95,4,success,90.8,Có mở
39,management,married,tertiary,no,119,yes,no,cellular,1,sep,265,2,476,4,success,94.19,Có mở
48,management,divorced,tertiary,no,17964,yes,no,cellular,1,sep,120,1,98,5,success,90.83,Có mở
48,technician,married,secondary,no,568,yes,no,cellular,2,sep,378,2,386,1,success,93.3,Có mở
46,admin.,married,tertiary,no,2552,no,no,cellular,3,sep,260,1,94,8,success,97.98,Có mở
31,self-employed,single,tertiary,no,3343,no,no,cellular,3,sep,365,1,94,1,success,96.89,Có mở
40,unemployed,single,tertiary,no,7968,no,no,cellular,3,sep,733,1,93,1,success,96.78,Có mở
55,management,married,primary,no,2587,no,no,cellular,4,sep,328,2,94,2,success,94.96,Có mở
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,92.13,Có mở
59,admin.,single,secondary,no,4744,no,no,cellular,4,sep,879,1,-1,0,unknown,93.1,Có mở
26,technician,single,secondary,no,1231,yes,no,cellular,4,sep,230,1,93,7,success,95.65,Có mở
73,retired,married,unknown,no,3443,no,no,telephone,4,sep,770,3,-1,0,unknown,93.36,Có mở
30,admin.,single,secondary,no,2568,no,no,cellular,4,sep,563,1,100,4,other,92.86,Có mở
64,retired,married,tertiary,no,1644,no,no,telephone,7,sep,569,4,-1,0,unknown,92.23,Có mở
36,technician,married,tertiary,no,1354,no,no,cellular,7,sep,281,3,97,2,success,96.51,Có mở
